ID,Upvotes
366953,270.8210068365444
71864,96.93661446681581
141692,41.65005142269455
316833,22.947050239733166
440445,210.8733031674208
3514,13.67076111038707
331420,33.05574644549763
406540,87.4180790960452
227379,43.07994114762138
331687,18.365562706011616
32784,13.67076111038707
470377,41.65005142269455
338103,13.67076111038707
29883,195.42750233863424
218228,38.03817185895242
70945,1044.03
14328,33.05574644549763
259947,117.53986332574031
346378,538.348367029549
384621,7.927075076435285
425418,41.65005142269455
131224,117.53986332574031
365408,18.365562706011616
218626,18.365562706011616
331722,33.05574644549763
310969,18.365562706011616
307391,96.93661446681581
14072,243.6795270690728
238694,7.927075076435285
213841,13.67076111038707
165258,145.5137614678899
123606,33.05574644549763
214062,41.65005142269455
279450,411.47359454855194
178546,13.67076111038707
358455,41.65005142269455
386308,13.67076111038707
155592,33.05574644549763
200090,41.65005142269455
127308,19.17598870056497
449766,62.13791491351099
223688,402.4347826086956
442443,13.67076111038707
451259,404.9288061336254
87024,7.927075076435285
207529,190.87235198261814
196568,22.947050239733166
38258,144.0251107828656
387275,7.927075076435285
86152,13.67076111038707
302142,164.27044361304115
401268,475.6253443526171
307187,7.927075076435285
252388,18.365562706011616
844,18.365562706011616
105707,22.947050239733166
230309,195.42750233863424
362573,43.07994114762138
173751,87.4180790960452
349049,13.67076111038707
310466,18.365562706011616
205786,87.4180790960452
208358,33.05574644549763
440214,41.65005142269455
41343,18.365562706011616
427741,176.77517106549365
355001,96.93661446681581
137708,33.05574644549763
146326,475.6253443526171
220889,33.05574644549763
205742,2112.8777777777777
28737,18.365562706011616
292474,13.67076111038707
349149,7.927075076435285
46230,7.927075076435285
303160,68.13060800277152
292638,27.42298670836591
210116,7.927075076435285
55900,13.67076111038707
91135,13.67076111038707
452177,210.8733031674208
170628,18.365562706011616
237099,38.03817185895242
166022,33.05574644549763
175687,33.05574644549763
392847,7.927075076435285
454964,7.927075076435285
259259,18.365562706011616
289148,190.87235198261814
311134,22.947050239733166
62551,706.9673913043479
336258,13.67076111038707
468049,41.65005142269455
22189,33.05574644549763
264888,19.17598870056497
451615,176.77517106549365
85004,33.05574644549763
375246,100.74223503041947
60204,33.05574644549763
126097,13.67076111038707
182425,5626.517241379311
449937,41.65005142269455
442637,9174.5
378184,41.65005142269455
357584,293.16584887144256
383054,22.947050239733166
299871,13.67076111038707
152764,18.365562706011616
22064,18.365562706011616
416791,33.05574644549763
440686,87.4180790960452
44537,7.927075076435285
80203,13.67076111038707
81726,18.365562706011616
440068,293.16584887144256
109276,18.365562706011616
120567,7.927075076435285
169520,67.86986516149263
84443,13.67076111038707
139139,33.05574644549763
346145,27.42298670836591
75219,13.67076111038707
244042,67.86986516149263
6992,13.67076111038707
337741,7.927075076435285
20091,841.8877005347593
420761,68.13060800277152
101501,7.927075076435285
408598,1003.2719298245614
306979,13.67076111038707
50260,18.365562706011616
21088,18.365562706011616
462951,7.927075076435285
196903,13.67076111038707
155361,164.27044361304115
51756,13.67076111038707
192022,7.927075076435285
384071,7.927075076435285
173305,695.984126984127
56449,13.67076111038707
172164,18.365562706011616
341063,13.67076111038707
431990,22.947050239733166
342757,117.53986332574031
335181,7.927075076435285
121613,18.365562706011616
40216,68.13060800277152
116940,76.53516819571865
351719,7.927075076435285
436421,13.67076111038707
173164,19.17598870056497
362350,7.927075076435285
357892,411.47359454855194
335957,68.13060800277152
192010,7.927075076435285
407412,33.05574644549763
19359,7.927075076435285
82078,38.03817185895242
375709,2421.737113402062
122137,18.365562706011616
244661,27.42298670836591
434900,187.11688311688312
54220,7.927075076435285
425162,67.86986516149263
453118,68.13060800277152
373873,7.927075076435285
238415,692.7260787992495
53501,97.97514398302516
67918,18.365562706011616
68982,7.927075076435285
81980,38.03817185895242
332015,96.93661446681581
171470,13.67076111038707
24209,18.365562706011616
396455,164.27044361304115
236372,33.05574644549763
29062,243.6795270690728
248733,18.365562706011616
43097,13.67076111038707
401490,22.947050239733166
181282,22.947050239733166
285264,43.07994114762138
386230,7.927075076435285
262238,27.42298670836591
226323,22.947050239733166
224589,100.74223503041947
61,13.67076111038707
120331,18.365562706011616
59519,7.927075076435285
263459,524.1845493562232
188774,1076.3604060913706
157423,33.05574644549763
204323,782.3068181818181
94807,7.927075076435285
130112,13.67076111038707
298030,325.300118623962
361994,7.927075076435285
242867,67.86986516149263
345301,13.67076111038707
404296,7.927075076435285
403325,22.947050239733166
78570,22.947050239733166
247119,65.29433867735472
433907,1299.75
51709,18.365562706011616
256743,13.67076111038707
132448,67.86986516149263
429148,13.67076111038707
384840,7.927075076435285
434864,210.8733031674208
317954,87.4180790960452
452061,18.365562706011616
85212,18.365562706011616
373284,27.42298670836591
284208,155.16691842900303
233976,38.03817185895242
105691,1379.761316872428
375077,176.77517106549365
26720,43.07994114762138
70683,186.40114942528734
